,Airline,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
252,IndiGo, 15 Apr 2022,Kochi,Kolkata,11:15,19:30,8h 15m,1 Stop,"5,682"
253,IndiGo, 15 Apr 2022,Kochi,Kolkata,09:25,17:35,8h 10m,1 Stop,"5,700"
254,IndiGo, 15 Apr 2022,Kochi,Kolkata,08:20,13:20,5h 00m,1 Stop,"5,801"
255,Air Asia, 15 Apr 2022,Kochi,Kolkata,14:45,19:45,5h 00m,1 Stop,"5,830"
256,Air Asia, 15 Apr 2022,Kochi,Kolkata,15:20,21:05,5h 45m,1 Stop,"5,830"
257,Air Asia, 15 Apr 2022,Kochi,Kolkata,14:45,21:05,6h 20m,1 Stop,"5,830"
258,Air Asia, 15 Apr 2022,Kochi,Kolkata,22:50,09:00,10h 10m,1 Stop,"5,830"
259,Air Asia, 15 Apr 2022,Kochi,Kolkata,15:20,01:35,10h 15m,1 Stop,"5,830"
260,Air Asia, 15 Apr 2022,Kochi,Kolkata,14:45,01:35,10h 50m,1 Stop,"5,830"
261,Air Asia, 15 Apr 2022,Kochi,Kolkata,21:25,09:00,11h 35m,1 Stop,"5,830"
262,Air Asia, 15 Apr 2022,Kochi,Kolkata,07:35,19:45,12h 10m,1 Stop,"5,830"
263,IndiGo, 15 Apr 2022,Kochi,Kolkata,11:10,17:55,6h 45m,1 Stop,"5,857"
264,IndiGo, 15 Apr 2022,Kochi,Kolkata,17:55,02:00,8h 05m,1 Stop,"5,857"
265,IndiGo, 15 Apr 2022,Kochi,Kolkata,09:25,17:55,8h 30m,1 Stop,"5,857"
266,IndiGo, 15 Apr 2022,Kochi,Kolkata,11:10,20:40,9h 30m,1 Stop,"5,857"
267,IndiGo, 15 Apr 2022,Kochi,Kolkata,15:00,20:20,5h 20m,1 Stop,"5,910"
268,IndiGo, 15 Apr 2022,Kochi,Kolkata,15:00,21:15,6h 15m,1 Stop,"5,910"
269,IndiGo, 15 Apr 2022,Kochi,Kolkata,13:30,20:20,6h 50m,1 Stop,"5,910"
270,IndiGo, 15 Apr 2022,Kochi,Kolkata,13:30,21:15,7h 45m,1 Stop,"5,910"
271,IndiGo, 15 Apr 2022,Kochi,Kolkata,09:25,20:20,10h 55m,1 Stop,"5,910"
272,IndiGo, 15 Apr 2022,Kochi,Kolkata,09:25,14:10,4h 45m,1 Stop,"6,115"
273,IndiGo, 15 Apr 2022,Kochi,Kolkata,17:55,00:15,6h 20m,1 Stop,"6,115"
274,IndiGo, 15 Apr 2022,Kochi,Kolkata,09:25,15:50,6h 25m,1 Stop,"6,115"
275,IndiGo, 4 Mar 2022,Kochi,Kolkata,15:05,20:15,5h 10m,1 Stop,"7,354"
276,IndiGo, 4 Mar 2022,Kochi,Kolkata,11:25,17:45,6h 20m,1 Stop,"7,354"
277,IndiGo, 4 Mar 2022,Kochi,Kolkata,12:50,19:15,6h 25m,1 Stop,"7,354"
278,IndiGo, 4 Mar 2022,Kochi,Kolkata,13:45,20:15,6h 30m,1 Stop,"7,354"
279,IndiGo, 4 Mar 2022,Kochi,Kolkata,15:05,22:00,6h 55m,1 Stop,"7,354"
280,IndiGo, 4 Mar 2022,Kochi,Kolkata,23:10,06:05,6h 55m,1 Stop,"7,354"
281,IndiGo, 4 Mar 2022,Kochi,Kolkata,22:00,06:10,8h 10m,1 Stop,"7,354"
282,IndiGo, 4 Mar 2022,Kochi,Kolkata,13:45,22:00,8h 15m,1 Stop,"7,354"
283,IndiGo, 4 Mar 2022,Kochi,Kolkata,07:30,15:50,8h 20m,1 Stop,"7,354"
284,IndiGo, 4 Mar 2022,Kochi,Kolkata,10:30,19:15,8h 45m,1 Stop,"7,354"
285,IndiGo, 4 Mar 2022,Kochi,Kolkata,21:20,06:10,8h 50m,1 Stop,"7,354"
286,IndiGo, 4 Mar 2022,Kochi,Kolkata,11:25,20:40,9h 15m,1 Stop,"7,354"
287,Go First, 4 Mar 2022,Kochi,Kolkata,10:00,19:35,9h 35m,1 Stop,"7,354"
288,IndiGo, 4 Mar 2022,Kochi,Kolkata,07:30,17:45,10h 15m,1 Stop,"7,354"
289,IndiGo, 4 Mar 2022,Kochi,Kolkata,05:10,15:50,10h 40m,1 Stop,"7,354"
290,IndiGo, 4 Mar 2022,Kochi,Kolkata,09:35,20:15,10h 40m,1 Stop,"7,354"
291,IndiGo, 4 Mar 2022,Kochi,Kolkata,22:00,09:15,11h 15m,1 Stop,"7,354"
292,Air Asia, 4 Mar 2022,Kochi,Kolkata,21:25,01:35,4h 10m,1 Stop,"7,355"
293,Air Asia, 4 Mar 2022,Kochi,Kolkata,14:45,19:45,5h 00m,1 Stop,"7,355"
294,Air Asia, 4 Mar 2022,Kochi,Kolkata,15:20,21:05,5h 45m,1 Stop,"7,355"
295,Air Asia, 4 Mar 2022,Kochi,Kolkata,14:45,21:05,6h 20m,1 Stop,"7,355"
296,Air Asia, 4 Mar 2022,Kochi,Kolkata,15:20,01:35,10h 15m,1 Stop,"7,355"
297,Air Asia, 4 Mar 2022,Kochi,Kolkata,14:45,01:35,10h 50m,1 Stop,"7,355"
298,Air Asia, 4 Mar 2022,Kochi,Kolkata,07:35,19:45,12h 10m,1 Stop,"7,355"
299,Air India, 4 Mar 2022,Kochi,Kolkata,15:30,05:15,13h 45m,2 Stop(s),"7,722"
300,Go First, 7 Mar 2022,Kolkata,Jaipur,09:10,18:30,9h 20m,1 Stop,"6,488"
301,Go First, 7 Mar 2022,Kolkata,Jaipur,20:40,07:55,11h 15m,1 Stop,"6,488"
302,SpiceJet, 7 Mar 2022,Kolkata,Jaipur,06:05,20:35,14h 30m,1 Stop,"6,488"
303,Go First, 7 Mar 2022,Kolkata,Jaipur,22:45,14:00,15h 15m,1 Stop,"6,488"
304,Go First, 7 Mar 2022,Kolkata,Jaipur,04:55,21:15,16h 20m,1 Stop,"6,488"
305,SpiceJet, 7 Mar 2022,Kolkata,Jaipur,21:55,20:35,22h 40m,1 Stop,"6,488"
306,IndiGo, 7 Mar 2022,Kolkata,Jaipur,18:05,22:50,4h 45m,1 Stop,"6,489"
307,IndiGo, 7 Mar 2022,Kolkata,Jaipur,08:55,18:30,9h 35m,1 Stop,"6,489"
308,IndiGo, 7 Mar 2022,Kolkata,Jaipur,21:40,08:25,10h 45m,1 Stop,"6,489"
309,IndiGo, 7 Mar 2022,Kolkata,Jaipur,21:20,08:20,11h 00m,1 Stop,"6,489"
310,Air Asia, 7 Mar 2022,Kolkata,Jaipur,21:35,11:20,13h 45m,2 Stop(s),"6,804"
311,Air Asia, 7 Mar 2022,Kolkata,Jaipur,21:35,11:45,14h 10m,2 Stop(s),"6,804"
312,Air Asia, 7 Mar 2022,Kolkata,Jaipur,20:35,11:45,15h 10m,1 Stop,"6,804"
313,Air Asia, 7 Mar 2022,Kolkata,Jaipur,19:45,11:20,15h 35m,3 Stop(s),"6,804"
314,Air Asia, 7 Mar 2022,Kolkata,Jaipur,19:45,11:45,16h 00m,3 Stop(s),"6,804"
315,IndiGo, 7 Mar 2022,Kolkata,Jaipur,15:40,23:30,7h 50m,1 Stop,"6,977"
316,IndiGo, 7 Mar 2022,Kolkata,Jaipur,16:10,00:25,8h 15m,1 Stop,"6,977"
317,IndiGo, 7 Mar 2022,Kolkata,Jaipur,07:30,18:30,11h 00m,1 Stop,"6,977"
318,IndiGo, 7 Mar 2022,Kolkata,Jaipur,18:40,21:05,2h 25m,Non Stop,"7,434"
319,IndiGo, 7 Mar 2022,Kolkata,Jaipur,17:35,23:30,5h 55m,1 Stop,"7,466"
320,IndiGo, 7 Mar 2022,Kolkata,Jaipur,16:30,22:50,6h 20m,1 Stop,"7,466"
321,IndiGo, 7 Mar 2022,Kolkata,Jaipur,04:00,10:30,6h 30m,1 Stop,"7,466"
322,Air Asia, 7 Mar 2022,Kolkata,Jaipur,04:40,11:20,6h 40m,1 Stop,"7,466"
323,IndiGo, 7 Mar 2022,Kolkata,Jaipur,01:15,08:25,7h 10m,1 Stop,"7,466"
324,IndiGo, 7 Mar 2022,Kolkata,Jaipur,06:40,13:50,7h 10m,1 Stop,"7,466"
325,Air India, 21 Mar 2022,Kolkata,Jaipur,13:30,07:10,17h 40m,2 Stop(s),"4,265"
326,Air India, 21 Mar 2022,Kolkata,Jaipur,13:30,12:55,23h 25m,2 Stop(s),"4,528"
327,Air Asia, 21 Mar 2022,Kolkata,Jaipur,04:40,11:20,6h 40m,1 Stop,"4,597"
328,Air Asia, 21 Mar 2022,Kolkata,Jaipur,21:35,09:50,12h 15m,2 Stop(s),"4,597"
329,Air Asia, 21 Mar 2022,Kolkata,Jaipur,21:35,11:20,13h 45m,2 Stop(s),"4,597"
330,Air Asia, 21 Mar 2022,Kolkata,Jaipur,20:35,11:45,15h 10m,1 Stop,"4,597"
331,Air Asia, 21 Mar 2022,Kolkata,Jaipur,16:15,09:50,17h 35m,2 Stop(s),"4,597"
332,IndiGo, 21 Mar 2022,Kolkata,Jaipur,18:40,21:05,2h 25m,Non Stop,"4,598"
333,Go First, 21 Mar 2022,Kolkata,Jaipur,05:45,08:35,2h 50m,Non Stop,"4,598"
334,IndiGo, 21 Mar 2022,Kolkata,Jaipur,14:15,17:05,2h 50m,Non Stop,"4,598"
335,Air Asia, 21 Mar 2022,Kolkata,Jaipur,12:30,23:20,10h 50m,2 Stop(s),"5,460"
336,IndiGo, 21 Mar 2022,Kolkata,Jaipur,18:05,22:50,4h 45m,1 Stop,"5,511"
337,IndiGo, 21 Mar 2022,Kolkata,Jaipur,21:40,06:50,9h 10m,1 Stop,"5,511"
338,IndiGo, 21 Mar 2022,Kolkata,Jaipur,20:25,06:50,10h 25m,1 Stop,"5,511"
339,IndiGo, 21 Mar 2022,Kolkata,Jaipur,21:40,08:25,10h 45m,1 Stop,"5,511"
340,IndiGo, 21 Mar 2022,Kolkata,Jaipur,19:20,06:50,11h 30m,1 Stop,"5,511"
341,SpiceJet, 21 Mar 2022,Kolkata,Jaipur,21:55,20:35,22h 40m,1 Stop,"5,516"
342,Air India, 21 Mar 2022,Kolkata,Jaipur,20:30,07:10,10h 40m,1 Stop,"5,880"
343,Air India, 21 Mar 2022,Kolkata,Jaipur,15:30,07:10,15h 40m,1 Stop,"5,880"
344,Air India, 21 Mar 2022,Kolkata,Jaipur,10:25,07:10,20h 45m,1 Stop,"5,880"
345,Air India, 21 Mar 2022,Kolkata,Jaipur,07:00,07:10,24h 10m,1 Stop,"5,880"
346,IndiGo, 21 Mar 2022,Kolkata,Jaipur,01:15,06:50,5h 35m,1 Stop,"5,901"
347,IndiGo, 21 Mar 2022,Kolkata,Jaipur,16:30,22:50,6h 20m,1 Stop,"5,901"
348,IndiGo, 21 Mar 2022,Kolkata,Jaipur,01:15,08:25,7h 10m,1 Stop,"5,901"
349,Go First, 21 Mar 2022,Kolkata,Jaipur,20:40,07:55,11h 15m,1 Stop,"6,009"
350,Air Asia, 11 Mar 2022,Jaipur,Goa,10:25,00:35,14h 10m,1 Stop,"5,423"
351,Go First, 11 Mar 2022,Jaipur,Goa,08:45,16:30,7h 45m,1 Stop,"5,424"
352,Go First, 11 Mar 2022,Jaipur,Goa,21:45,06:10,8h 25m,1 Stop,"5,424"
353,Go First, 11 Mar 2022,Jaipur,Goa,08:45,23:25,14h 40m,1 Stop,"5,424"
354,Air Asia, 11 Mar 2022,Jaipur,Goa,20:25,05:55,9h 30m,1 Stop,"5,882"
355,IndiGo, 11 Mar 2022,Jaipur,Goa,14:15,00:55,10h 40m,1 Stop,"5,883"
356,Air Asia, 11 Mar 2022,Jaipur,Goa,20:25,00:35,4h 10m,1 Stop,"6,796"
357,IndiGo, 11 Mar 2022,Jaipur,Goa,17:40,23:35,5h 55m,1 Stop,"7,253"
358,IndiGo, 11 Mar 2022,Jaipur,Goa,00:40,02:55,2h 15m,Non Stop,"7,631"
359,IndiGo, 11 Mar 2022,Jaipur,Goa,18:30,02:00,7h 30m,1 Stop,"8,167"
360,IndiGo, 11 Mar 2022,Jaipur,Goa,12:00,21:15,9h 15m,1 Stop,"8,167"
361,IndiGo, 11 Mar 2022,Jaipur,Goa,08:50,19:05,10h 15m,1 Stop,"8,167"
362,IndiGo, 11 Mar 2022,Jaipur,Goa,12:00,23:00,11h 00m,1 Stop,"8,167"
363,Air Asia, 11 Mar 2022,Jaipur,Goa,12:25,22:00,9h 35m,2 Stop(s),"8,624"
364,Air Asia, 11 Mar 2022,Jaipur,Goa,11:50,22:00,10h 10m,2 Stop(s),"8,624"
365,Air Asia, 11 Mar 2022,Jaipur,Goa,10:25,22:00,11h 35m,2 Stop(s),"8,624"
366,SpiceJet, 11 Mar 2022,Jaipur,Goa,08:30,01:00,16h 30m,1 Stop,"8,820"
367,IndiGo, 11 Mar 2022,Jaipur,Goa,08:50,14:10,5h 20m,1 Stop,"9,080"
368,IndiGo, 11 Mar 2022,Jaipur,Goa,22:20,05:55,7h 35m,1 Stop,"9,080"
369,IndiGo, 11 Mar 2022,Jaipur,Goa,19:00,00:55,5h 55m,1 Stop,"9,537"
370,SpiceJet, 11 Mar 2022,Jaipur,Goa,06:25,20:35,14h 10m,1 Stop,"9,875"
371,Air India, 11 Mar 2022,Jaipur,Goa,14:00,20:30,6h 30m,1 Stop,"10,151"
372,Air India, 11 Mar 2022,Jaipur,Goa,14:00,22:25,8h 25m,1 Stop,"10,571"
373,SpiceJet, 11 Mar 2022,Jaipur,Goa,22:15,17:05,18h 50m,1 Stop,"10,816"
374,Air India, 11 Mar 2022,Jaipur,Goa,14:00,06:25,16h 25m,1 Stop,"10,886"
375,IndiGo, 9 Apr 2022,Jaipur,Goa,17:05,23:40,6h 35m,1 Stop,"3,829"
376,IndiGo, 9 Apr 2022,Jaipur,Goa,05:10,13:50,8h 40m,1 Stop,"3,829"
377,IndiGo, 9 Apr 2022,Jaipur,Goa,22:20,07:25,9h 05m,1 Stop,"3,829"
378,IndiGo, 9 Apr 2022,Jaipur,Goa,12:00,21:15,9h 15m,1 Stop,"3,829"
379,IndiGo, 9 Apr 2022,Jaipur,Goa,12:00,23:00,11h 00m,1 Stop,"3,829"
380,Go First, 9 Apr 2022,Jaipur,Goa,18:45,06:15,11h 30m,1 Stop,"3,829"
381,Air Asia, 9 Apr 2022,Jaipur,Goa,20:25,00:35,4h 10m,1 Stop,"3,888"
382,Air Asia, 9 Apr 2022,Jaipur,Goa,20:25,05:55,9h 30m,1 Stop,"3,888"
383,IndiGo, 9 Apr 2022,Jaipur,Goa,00:40,02:55,2h 15m,Non Stop,"3,999"
384,Air India, 9 Apr 2022,Jaipur,Goa,14:00,06:20,16h 20m,1 Stop,"4,075"
385,IndiGo, 9 Apr 2022,Jaipur,Goa,14:15,22:55,8h 40m,1 Stop,"4,127"
386,Go First, 9 Apr 2022,Jaipur,Goa,18:45,23:20,4h 35m,1 Stop,"4,249"
387,Air India, 9 Apr 2022,Jaipur,Goa,14:00,22:20,8h 20m,1 Stop,"4,390"
388,Air India, 9 Apr 2022,Jaipur,Goa,14:00,14:45,24h 45m,1 Stop,"4,390"
389,Go First, 9 Apr 2022,Jaipur,Goa,17:05,21:40,4h 35m,1 Stop,"4,532"
390,Go First, 9 Apr 2022,Jaipur,Goa,08:10,16:45,8h 35m,1 Stop,"4,658"
391,Go First, 9 Apr 2022,Jaipur,Goa,08:10,18:00,9h 50m,1 Stop,"4,658"
392,SpiceJet, 9 Apr 2022,Jaipur,Goa,08:00,17:05,9h 05m,1 Stop,"4,661"
393,SpiceJet, 9 Apr 2022,Jaipur,Goa,08:00,13:00,5h 00m,1 Stop,"4,871"
394,IndiGo, 9 Apr 2022,Jaipur,Goa,06:05,12:40,6h 35m,1 Stop,"4,915"
395,IndiGo, 9 Apr 2022,Jaipur,Goa,06:05,15:25,9h 20m,1 Stop,"4,915"
396,IndiGo, 9 Apr 2022,Jaipur,Goa,09:55,19:55,10h 00m,1 Stop,"5,152"
397,Go First, 9 Apr 2022,Jaipur,Goa,08:10,12:45,4h 35m,1 Stop,"5,608"
398,IndiGo, 9 Apr 2022,Jaipur,Goa,07:35,14:50,7h 15m,1 Stop,"5,783"
399,IndiGo, 9 Apr 2022,Jaipur,Goa,14:10,21:30,7h 20m,1 Stop,"5,783"
400,SpiceJet, 8 Apr 2022,Goa,Pune,14:20,15:20,1h 00m,Non Stop,"3,215"
401,IndiGo, 8 Apr 2022,Goa,Pune,02:00,02:55,0h 55m,Non Stop,"3,216"
402,Go First, 8 Apr 2022,Goa,Pune,13:50,18:40,4h 50m,1 Stop,"4,894"
403,Go First, 8 Apr 2022,Goa,Pune,13:50,01:00,11h 10m,1 Stop,"4,894"
404,Air Asia, 8 Apr 2022,Goa,Pune,07:35,14:25,6h 50m,1 Stop,"5,408"
405,Air India, 8 Apr 2022,Goa,Pune,01:15,07:05,5h 50m,1 Stop,"6,072"
406,Air India, 8 Apr 2022,Goa,Pune,01:15,12:05,10h 50m,2 Stop(s),"6,072"
407,Air India, 8 Apr 2022,Goa,Pune,15:20,07:05,15h 45m,2 Stop(s),"6,363"
408,Air India, 8 Apr 2022,Goa,Pune,15:20,07:05,15h 45m,2 Stop(s),"6,363"
409,Air India, 8 Apr 2022,Goa,Pune,06:50,18:10,11h 20m,2 Stop(s),"6,700"
410,Air India, 8 Apr 2022,Goa,Pune,01:15,18:10,16h 55m,1 Stop,"6,724"
411,Vistara, 8 Apr 2022,Goa,Pune,21:55,22:55,25h 00m,1 Stop,"7,360"
412,Air India, 8 Apr 2022,Goa,Pune,23:10,18:10,19h 00m,2 Stop(s),"7,540"
413,Vistara, 8 Apr 2022,Goa,Pune,21:55,19:45,21h 50m,1 Stop,"7,675"
414,Go First, 8 Apr 2022,Goa,Pune,23:35,10:15,10h 40m,1 Stop,"7,827"
415,Go First, 8 Apr 2022,Goa,Pune,23:35,16:15,16h 40m,1 Stop,"7,827"
416,Air India, 8 Apr 2022,Goa,Pune,17:30,18:10,24h 40m,3 Stop(s),"8,614"
417,Vistara, 8 Apr 2022,Goa,Pune,14:40,22:55,32h 15m,2 Stop(s),"9,508"
418,Vistara, 8 Apr 2022,Goa,Pune,14:40,22:55,32h 15m,2 Stop(s),"9,508"
419,Vistara, 8 Apr 2022,Goa,Pune,14:40,22:55,32h 15m,2 Stop(s),"9,508"
420,Vistara, 8 Apr 2022,Goa,Pune,14:40,22:55,32h 15m,2 Stop(s),"9,508"
421,Vistara, 8 Apr 2022,Goa,Pune,14:40,22:55,32h 15m,2 Stop(s),"9,508"
422,Vistara, 8 Apr 2022,Goa,Pune,14:40,19:45,29h 05m,2 Stop(s),"9,823"
423,Vistara, 8 Apr 2022,Goa,Pune,14:40,19:45,29h 05m,2 Stop(s),"9,823"
424,Vistara, 8 Apr 2022,Goa,Pune,14:40,19:45,29h 05m,2 Stop(s),"9,823"
425,IndiGo, 14 Mar 2022,Goa,Pune,02:05,02:55,0h 50m,Non Stop,"4,476"
426,SpiceJet, 14 Mar 2022,Goa,Pune,19:10,20:10,1h 00m,Non Stop,"4,685"
427,Air Asia, 14 Mar 2022,Goa,Pune,07:35,14:25,6h 50m,1 Stop,"4,894"
428,Go First, 14 Mar 2022,Goa,Pune,14:00,19:05,5h 05m,1 Stop,"5,069"
429,Go First, 14 Mar 2022,Goa,Pune,14:00,00:45,10h 45m,1 Stop,"5,069"
430,SpiceJet, 14 Mar 2022,Goa,Pune,13:55,14:55,1h 00m,Non Stop,"6,365"
431,Air Asia, 14 Mar 2022,Goa,Pune,17:55,23:20,5h 25m,2 Stop(s),"7,250"
432,Go First, 14 Mar 2022,Goa,Pune,17:40,23:40,6h 00m,1 Stop,"7,304"
433,Go First, 14 Mar 2022,Goa,Pune,23:45,11:45,12h 00m,1 Stop,"9,043"
434,Air India, 14 Mar 2022,Goa,Pune,07:05,18:10,11h 05m,2 Stop(s),"9,430"
435,Air India, 14 Mar 2022,Goa,Pune,07:05,21:10,14h 05m,2 Stop(s),"9,430"
436,Air India, 14 Mar 2022,Goa,Pune,07:05,11:30,28h 25m,3 Stop(s),"10,189"
437,Vistara, 14 Mar 2022,Goa,Pune,13:20,22:55,9h 35m,2 Stop(s),"11,116"
438,Vistara, 14 Mar 2022,Goa,Pune,21:55,08:05,10h 10m,1 Stop,"11,127"
439,Air India, 14 Mar 2022,Goa,Pune,15:20,07:00,15h 40m,2 Stop(s),"11,256"
440,Vistara, 14 Mar 2022,Goa,Pune,21:55,16:20,18h 25m,1 Stop,"11,442"
441,Vistara, 14 Mar 2022,Goa,Pune,21:55,19:35,21h 40m,1 Stop,"11,442"
442,Vistara, 14 Mar 2022,Goa,Pune,21:55,22:55,25h 00m,1 Stop,"11,442"
443,Vistara, 14 Mar 2022,Goa,Pune,13:20,22:55,9h 35m,2 Stop(s),"11,516"
444,Air India, 14 Mar 2022,Goa,Pune,01:15,18:10,16h 55m,1 Stop,"11,659"
445,Air India, 14 Mar 2022,Goa,Pune,01:15,21:10,19h 55m,1 Stop,"11,659"
446,Air India, 14 Mar 2022,Goa,Pune,15:20,07:00,15h 40m,2 Stop(s),"11,991"
447,Vistara, 14 Mar 2022,Goa,Pune,14:30,22:55,8h 25m,1 Stop,"12,177"
448,Vistara, 14 Mar 2022,Goa,Pune,14:30,08:05,17h 35m,1 Stop,"12,177"
449,Vistara, 14 Mar 2022,Goa,Pune,14:40,08:05,17h 25m,2 Stop(s),"12,234"
450,Air India, 17 Mar 2022,Pune,Lucknow,21:55,14:00,16h 05m,1 Stop,"4,730"
451,Air India, 17 Mar 2022,Pune,Lucknow,12:45,14:00,25h 15m,2 Stop(s),"4,730"
452,Air India, 17 Mar 2022,Pune,Lucknow,21:55,08:15,8h 30m,1 Stop,"4,879"
453,Air India, 17 Mar 2022,Pune,Lucknow,18:50,14:00,11h 45m,1 Stop,"4,879"
454,Air India, 17 Mar 2022,Pune,Lucknow,12:45,08:15,10h 20m,1 Stop,"5,255"
455,Air India, 17 Mar 2022,Pune,Lucknow,18:50,08:15,19h 10m,1 Stop,"5,255"
456,Air India, 17 Mar 2022,Pune,Lucknow,07:40,08:15,19h 30m,2 Stop(s),"5,255"
457,Vistara, 17 Mar 2022,Pune,Lucknow,20:20,14:50,13h 25m,1 Stop,"5,780"
458,Air India, 17 Mar 2022,Pune,Lucknow,12:45,19:40,24h 35m,1 Stop,"5,780"
